id,name,zipcode,categories,pickup,delivery,price_range,rating
Ojx-BeXrNAI0T2oKfa2s9w,The Mochi Donut Shop,94122,"donuts, hot dogs",1,1,$,4
eHlz_z85nrozA8WaCCELfg,Mission Minis,94110,bakeries,1,1,$,3.5
C3o-rXY_jQ686sSAlouhCw,Cantata Coffee Company,94117,coffee & tea,0,1,$,4
_XPU1qdV4uBUlHGEjpcH3A,Mission Banh Mi,94110,"sandwiches, vietnamese, delis",0,1,$,4
S_WLKTmZXzlhYdnt4zZ8Zw,The Chef's Table At the Pierre Coste Room,94112,"american (new), sandwiches, salad",0,0,$,4.5
4flzSf_EwBqeRb_3YT5VTg,Milan Pizza,94102,pizza,1,1,$,3.5
RMD2w2KYa4Vm5EYZ6UCu4Q,Cheese Boutique,94131,"cheese shops, sandwiches, delis",0,1,$,5
vr3-AAedsZ7V7SLKmY1iQw,i-Tea,94122,"tea rooms, juice bars & smoothies, bubble tea",1,1,$,3.5
UPxTZq1nM-5ss-p0U6YCHg,Creighton's Bakery & Cafe,94131,"coffee & tea, sandwiches, breakfast & brunch",0,1,$,3.5
VhHqbhSwCKDaRK0KAmpjGA,Tacos San Buena,94103,"mexican, food trucks",0,1,$,4.5
3shGrmAChZSobK3HXOoUFw,Bliss Pops,94109,"desserts, caterers, food trucks",1,1,$,5
5QgynKxfpgDU6_VR62yfFQ,Peasant Pies Café & Catering,94158,"bakeries, fast food, vegetarian",1,1,$,4
KY9ht2b8-aRYU9DKg5KSjw,Sisters Coffee Shop,94110,"coffee & tea, breakfast & brunch, bagels",1,1,$,4
G6jtopjm8OUYTWSq8wVsxQ,Crepes Ooh La La,94109,creperies,1,1,$,4
hxMNw8bT4sJ6T2Um7aI4NA,White Palace Liquor Store,94134,"beer, wine & spirits, convenience stores, delis",1,0,$,4.5
pD6Y5b42nn_qbYHcaT1A0Q,Amal's Deli,94117,"delis, convenience stores",1,1,$,4.5
t4WcuNvabx5OoWYv5YOZkw,La Mejor Bakery,94110,bakeries,0,0,$,4
doTMMQMntXoRTH58w5Tcag,Venga Empanadas,94105,"empanadas, argentine, latin american",0,0,$,4.5
pe6gWOOmCOp2lV1BDLmhiA,BAMBU,94121,"juice bars & smoothies, bubble tea, vietnamese",1,1,$,4
iAXueXB2SPN5GdQA_lNqbA,The Little Shamrock,94122,pubs,0,0,$,4
nik97G8-H0rFoJKO4X3ZIA,7 Mission Restaurant,94103,"vietnamese, chinese",1,1,$,3.5
Zn6UlhMoCmO0Cb_0TyvbLw,Sweet Mango Dessert & Cafe,94118,"desserts, juice bars & smoothies, hong kong style cafe",1,1,$,4
iukAez3p6EW81okZ7mb-CA,Mr & Mrs Tea House,94118,"desserts, coffee & tea, bubble tea",1,1,$,3.5
r2VvA24rgH-42Bo2ZeOU9A,ilana Coffee,94121,"cafes, bakeries, coffee & tea",0,1,$,4.5
1Q8j1RoutUquBr7ynqSa7A,La Quinta Restaurant,94110,mexican,1,1,$,4
1Kf_aEvpjGTgNiIwHY7HKQ,Royal Ground Coffee,94118,"coffee & tea, delis",0,1,$,4
IrjlDCD-yj591ia9SlYsqQ,Eat Curbside,94102,food stands,0,0,$,4
h5BuMHI3LjAoWdMhM353Hg,Cozy Cafe,94109,cafes,0,0,$,4.5
lfv6ZmtS8ByVvpWPW41TEA,"Stirred, Not Shaken",94110,"bakeries, desserts",1,1,$,4.5
pnNiwMeI1ydsUmskiVgAIQ,B.Street Waffles,92240,"desserts, caterers",0,0,$,4.5
osQIVSfUwMKFKng5ehKAbA,El Tepa Taqueria,94110,"tacos, seafood, breakfast & brunch",1,1,$,4
cwoLsXwBGMjz3LcroaJl_A,Mission's Kitchen,94110,diners,0,0,$,4
rJuREfb9mZTCNgXDsOPLtw,Sunstream Coffee,94118,"coffee & tea, juice bars & smoothies, bakeries",1,1,$,4
9XGTHQ6JfDNDfUXO59iBVw,Ha-Ra Club,94109,"dive bars, social clubs, pool halls",0,0,$,4
fduDnNgbiRWxjOna5qVNpA,Ayola,94108,"greek, mediterranean, salad",1,1,$,4
4_7LJsh5lPWwzrWEkqeZNw,May Lee Chinese Restaurant,94122,chinese,1,1,$,3.5
mjih0yEQhxnoZU5xxnR21w,Starbucks,94114,coffee & tea,0,1,$,3.5
pmqPAQMyYRckZtSwmB5PUA,Pan-O-Rama Baking,94110,bakeries,0,0,$,4.5
5-B4VF38j-cba9rFtzcmFw,Deja Vu Pizza and Pasta,94103,"pizza, italian",1,1,$,3.5
BAHj-GU6zIpwJJJErUBheQ,Don Chuys Mexi-Mercado,94112,"delis, mexican, sandwiches",1,1,$,4.5
5oTMdBQj8cVvfr_Z7OkaYw,Jump Start Coffee & Grocery,94110,"coffee & tea, sandwiches, beer, wine & spirits",1,1,$,4.5
gKaBgL0FS7JBjBAKU69foA,Pete's Barbeque,94110,barbeque,0,0,$,4
XBwZkkydL3AmpYuczv0rZg,Taqueria Guadalajara,94110,mexican,0,1,$,4
elUyTTbvp8kGVBBULrXiwg,Yucatasia,94110,mexican,0,1,$,4
lX2ms5w-vj-NpvlVZF0XEA,Estrelitta's Snacks,94102,"street vendors, caterers",0,0,$,4.5
XfzxImy96BJrXnOR5QxFdw,SF Eagle,94103,gay bars,0,0,$,4
OkBVgNZzkENroWAO2RtTmw,iCafe,94108,"bakeries, coffee & tea, breakfast & brunch",0,0,$,4
DL5eIdAVnAYe_1sHgPNk2w,Donut Farm,94111,"donuts, vegan",0,0,$,4
VaPMLf7sK-GScihdMpJf2Q,Chopsticks,94112,"chinese, fast food",0,0,$,4
7P_uohEwNT0KPwQ3Abq4tQ,Marigold Café,94110,"cafes, flowers & gifts, coffee & tea",0,0,$,4.5
b9ktf-foUwu05x9M67OSNQ,Universal Bakery,94110,"bakeries, empanadas, breakfast & brunch",1,1,$,4.5
Nty8mxwmbRviQmWUKedhfg,Bay Subs & Deli,94115,"sandwiches, delis",1,1,$,4.5
HZThElQfFLIqGc8ZVdRh7g,Coffee To The People,94117,coffee & tea,0,1,$,4
X6WJdaTMM9C049Jqh5g87A,Trax,94117,"gay bars, dive bars",0,1,$,4
JDAXKz1T76--VLeJLUIaPQ,The Saloon,94133,"jazz & blues, dive bars",0,0,$,4
cd6UzEmq4KFAepApE5AAAA,Guerrero Market & Deli,94110,"grocery, delis, sandwiches",0,1,$,4.5
ZxanwRCgQN-akkTf8Wc2iQ,Bun Mee,94104,"vietnamese, sandwiches",1,1,$,3.5
hPz83m43JzMUzgAoE3SgzA,Sweet Delight Bakery,94112,"bakeries, dim sum",1,1,$,4
ktbHckr43zcX80v-JiFsMw,In-N-Out Burger,94015,"fast food, burgers, american (traditional)",0,0,$,4
8GjSS8YZBMAj0MKm11Awvw,Easy Breezy Frozen Yogurt,94122,ice cream & frozen yogurt,1,1,$,4
O9ut-lJGzw0QamVJ8HKH4w,Little Sweet - Union Square,94108,"bubble tea, coffee & tea, juice bars & smoothies",1,1,$,4
eZ2_6Wx-Lqp_mLtG6-zzTg,Sammy's on 2nd,94105,"beer, wine & spirits, sandwiches",0,1,$,4
Kv1ighcDyBuT7BPVKqn7BQ,Hing Wang Bakery,94122,dim sum,0,1,$,3.5
wUGDX2epnL9Y02RA3sIhrQ,TJ Cafe,94121,"burgers, breakfast & brunch, fish & chips",1,1,$,4.5
XjpqM0o11WT4ctcJIbC1Lg,Red Rooster Tacos,94110,"mexican, food trucks",0,0,$,4.5
oFFrErJQuNttkhQTGHKA2Q,Pho Luen Fat,94134,"bakeries, chinese, vietnamese",1,1,$,4.5
yAw2tQRFV2gLnmL0RzSMuw,SF Rinse Laundromat & Hideaway Cafe,94109,"laundromat, cafes, coffee & tea",1,1,$,4.5
xLBkrh4Aie9iPCobGfFzog,Caffe Ambrosia,94104,"ice cream & frozen yogurt, coffee & tea, juice bars & smoothies",0,1,$,4.5
GSyWxUqrzYZ4reusRgR4LA,Sweet Passion Bakery,94116,"bakeries, coffee & tea, breakfast & brunch",0,1,$,4
nIMGujCOfyiOM0JFpbOg-A,Alfaro Catering,94103,"food trucks, tacos",0,0,$,4
s8ySTIkqSd3lga_zpFzRBQ,Tabita’s Cafe,94116,"coffee & tea, breakfast & brunch",0,0,$,4.5
WZED7bVvzaJ7BmcPAb_gWw,Jolt 'n Bolt,94107,"bakeries, coffee & tea, cafes",0,1,$,4
g00-FKar6K7uHtIlTa7YGw,House Of Bagels,94118,"bakeries, bagels, delis",1,1,$,3.5
D0S0urMr-WbYCpj4MX0kyA,Cafe Venue,94104,"sandwiches, coffee & tea, juice bars & smoothies",1,1,$,4
cORp0lwd6Gq6AQ692gjTcw,Philz Coffee,94112,"coffee & tea, breakfast & brunch",0,1,$,4
3FMOCpZi2sdoZefEfLDBRQ,New Woey Loy Goey Restaurant,94133,chinese,1,1,$,3.5
HQkIJiV9Gi7yH3SB5sh9-A,Krispy Krunchy Chicken,94110,"chicken wings, cajun/creole, fast food",0,1,$,4
8jOzhLW5EMNundE8AH2f5g,Aunt Charlie's Lounge,94102,gay bars,0,0,$,4
MX25jIZ6_Obpwj1BeEBi7A,Taqueria Cancun,94103,mexican,0,0,$,3.5
hguZvr1eDAsxK03OrD0K9w,La Luna Cupcakes,94104,"desserts, cupcakes",1,1,$,4
ogif-GNQYoVNsc9mqI378w,Mai's Vietnamese Restaurant,94118,vietnamese,0,1,$,4
z7cKVX0Ks3GHrS9YN0F9Dw,Presidio Pizza,94115,"pizza, italian, sandwiches",1,1,$,3.5
F8RMjYx3rWpCVXmjgZd6vw,Golden Horse Restaurant,94109,"chinese, seafood",1,1,$,3.5
Ibz2bWXEU2kLjVYBtB4BPg,Columbus Cafe,94133,"dive bars, sports bars, italian",0,0,$,4
TSIM6hCZhvsBbSYJJRF_AA,Yin Du Wonton Noodle,94133,"cantonese, noodles",0,1,$,3.5
vuYas7gLlshLOWw6GCnKFA,Garden Bakery,94133,bakeries,0,0,$,4
3IPHiyXfwdN7lwz5qqotJA,Cafe La Boheme,94110,"coffee & tea, desserts, beer bar",1,1,$,3.5
maULMTcda9y6bQlPnqcJVw,Lee's Sandwiches,94109,"sandwiches, juice bars & smoothies, delis",0,1,$,3
F7cpHf8ovSaZhQSTRQAVkw,Tricolore Caffe & Catering,94111,"pizza, italian",1,1,$,4
0V19DgE75E7T5E1TlXMpdw,New College Hill Market,94110,"convenience stores, bagels, sandwiches",1,1,$,4.5
lyFzzkaq7NZ_qW1a68KT6Q,Alhamra,94103,"indian, pakistani, pizza",1,1,$,3.5
VoHU_6ISVEco7x7RM34_FA,Glazier,94108,"ice cream & frozen yogurt, bubble tea, coffee & tea",1,1,$,4
o__w2Hufu0Bdc_hKfi8OYg,House of Dim Sum,94133,"dim sum, asian fusion, cantonese",1,1,$,3
M0xEpdbcmF6iEG7LSST_lQ,Garden House Cafe,94121,"breakfast & brunch, sandwiches, coffee & tea",0,1,$,4
zSWdb3FwpnApHHPPhO0h6A,Mahalo!,94122,"breakfast & brunch, hawaiian, burgers",1,1,$,3.5
GJi4hZiENMK-uGj08SuxMQ,Lone Star Saloon,94103,gay bars,0,1,$,4
7N3a7JsA2OaW9lSTwocHFg,New Castillito Taquería ,94110,mexican,1,1,$,3.5
TB3Yx9vRug8lnkL-08VkCw,Eggettes,94122,"desserts, bubble tea, juice bars & smoothies",0,1,$,3.5
8O2Z292anffuimm9OXkbUA,901 Columbus Cafe,94133,cafes,1,1,$,4
VVNy1HlymjSif-YzuashuQ,Whiz Burgers Drive-In,94110,burgers,1,0,$,3.5
X-xfKxYtnHUF92ooSLNwjA,Culinary Cafeteria,94112,"american (new), american (traditional)",0,0,$,4.5
KXmA7LX88n61HS1W3otsTg,Blackthorn,94122,"sports bars, pubs",0,0,$,4
Nkq3HnaWhaNs2aaHXauhfQ,Church Street Groceteria,94114,"grocery, beer, wine & spirits, delis",0,1,$,4.5
HRyBoh32eQDJ1MPWFHlGpg,Jackson Place Cafe,94111,"coffee & tea, breakfast & brunch",0,1,$,4.5
imuT3pLHVFscv_z74lGYDQ,Marina Deli & Liquor,94123,"delis, breakfast & brunch, sandwiches",1,1,$,4.5
M7oenVpkw_G0PRVRasA1zQ,Yvonne's Southern Sweets,94124,bakeries,0,1,$,4.5
mnpBIXtI8f1_My6v7sXfYA,Ma's Dimsum & Cafe,94133,dim sum,0,1,$,4
eExzS61uOjnjD6UXpffpNQ,Pacitas Salvadorean Bakery,94112,bakeries,0,1,$,4
0bOTdcDSINp0no-key6qaw,Belmar - La Gallinita Meat Market,94110,"mexican, meat shops, caterers",1,0,$,4.5
nuqclnKDzzma5IL2826GsA,Sun Kwong Restaurant,94109,chinese,1,1,$,4
6JM7_UNnH8XapdWrUVcX6g,Ashley's Cafe,94118,"sandwiches, cafes, delis",0,1,$,3.5
sIHeT2rJmTmovIUeplZJSw,Miss Tomato Sandwich Shop,94111,"sandwiches, breakfast & brunch, coffee & tea",1,0,$,4
RyMG16yT-rON-uscR3QFwg,Lava Java,94117,"coffee & tea, breakfast & brunch",0,1,$,4
ztHkdSGx6HQWddanLfSPFw,Luna's Coffee House,94110,"coffee & tea, sandwiches",1,1,$,4.5
#NAME?,El Tonayense,94110,"mexican, food trucks",0,0,$,4
w_CDMwPaFE8L-cFQZzFyTg,Church Street Cafe,94114,"coffee & tea, vietnamese, sandwiches",1,0,$,4
b7ckVs_CwfZat5rqGGjihw,Street Taco,94103,mexican,1,1,$,4
hJ8f0YxyS3fSI4r99oGDrQ,Cafe Gonzalez,94110,"breakfast & brunch, cafes, coffee & tea",0,0,$,5
jRHLPjW8NbaPrAEFwYpw7Q,New Golden Daisy,94108,"delis, chinese, chicken wings",0,0,$,4
NLc5sKgqHcH95qMoCGikJg,Baby's Eatery and Palabok,94112,filipino,0,0,$,4
2FuVuO6uJUviM1QAawlAPA,Aceking BBQ,94121,"chinese, barbeque, noodles",1,1,$,4
PD6UXfEjxZC_jaAS15vMFA,El Picacho,94103,"mexican, food trucks",0,1,$,4.5
huUzLVDESMfD-MV0w3BjpQ,Tony's Coal-Fired Pizza And Slice House,94133,"pizza, sandwiches, italian",0,1,$,3.5
3K82F5PA3OSU8-LzWDfgHg,Wild Side West,94110,"gay bars, dive bars, piano bars",0,0,$,4
aGs2EGaL6l_u0BOjTqXzuA,Starbucks,94127,coffee & tea,0,1,$,4
cahWqf6Zuxi7ItZgYCqv2w,New Star Market,94103,"beer, wine & spirits, delis",0,1,$,4.5
y9yGHZK-m7UF-f3pszcaQg,The Posh Bagel,94114,"bagels, bakeries",1,1,$,3
#NAME?,Viva Cafe,94111,cafes,1,1,$,5
BORik_MbIabFgzdFRVLDvQ,Java Supreme,94110,"breakfast & brunch, cafes",0,1,$,4
RF-ciAQlmV2BO4lVvmfrkg,El Castillito,94102,mexican,1,1,$,4
rPwB56EQ9JfEo2mN24fqOQ,Chug Pub,94122,"sports bars, pubs",0,0,$,4
ffBqZJGngizbf4Vt6Azs3g,Red's Place,94133,dive bars,0,0,$,4.5
MHC1ViCKoV4f9W0uQmY8ZA,Pakwan Restaurant,94102,"indian, pakistani",1,1,$,3.5
b9XkuMKe1QKTg3QF9rnh1g,The Knockout SF,94110,"dive bars, dance clubs",0,1,$,4
uew8xmwhq4VDvNDdmXW38g,Sharetea,94103,"coffee & tea, bubble tea, juice bars & smoothies",1,1,$,3.5
#NAME?,The Den,94110,bars,0,0,$,5
ZajCfjeJaHdakadUMYT9Dw,Golden Kim Tar,94102,chinese,1,1,$,3.5
vbuiWssdvlk_IuNOZjAIkQ,Edinburgh Castle Pub,94109,pubs,0,1,$,4
bSGv5N6BdGUWyW04EkG9VA,The Four Deuces,94116,pubs,0,1,$,4
y1_s1xAC7eRK1ws3L92i-Q,Grand Mission Donuts & Bakery,94110,"donuts, bakeries",0,1,$,4
jv6DK8RVe43mdUyuR_hESA,Simply Mochi,94110,desserts,0,0,$,4.5
XSkH6XIxgGiGN3fVkHy2jg,Joe's Coffee Shop,94121,"diners, salad, breakfast & brunch",0,1,$,4
YzdMHGFk2G0RxzfCGGp7qg,Sheboygan Bratwurst Stands,94107,"food stands, hot dogs",0,0,$,4.5
z6DlLVZXBmLz4wKWLQBAGA,First Cup,94109,"coffee & tea, sandwiches, bagels",0,1,$,4.5
22v8sohi8qcFTXxbvag3Zg,Tortas Boos Voni,94112,"mexican, breakfast & brunch",0,1,$,4
U3s-sJmrxCWLvqvS3sHpEQ,La Paz Restaurant Pupuseria,94110,"mexican, salvadoran",1,1,$,4
YGdCt1nVHcQCCDVCCRmS6A,Pizzeria Avellino,94123,pizza,1,1,$,3.5
H66Vk81SFqWQnDsjAzoYoQ,The Ave,94112,"dive bars, sports bars",0,0,$,4.5
UPS_MoMYaTMMzlaeM0eiew,Gobba Gobba Hey,94110,"desserts, food stands",0,0,$,4
0sIK9d0iaFOSUiu3RgA2aA,El Cafetazo,94103,"coffee & tea, juice bars & smoothies, sandwiches",1,0,$,3.5
dW7bajoeNhu1-r36rnUOQQ,St Marys Pub,94110,dive bars,0,1,$,4
zv-iOxHBhduG0h4s3Rfmyg,The 500 Club,94110,dive bars,0,1,$,4
#NAME?,Bitchin' Baklava,94121,"bakeries, egyptian",1,1,$,5
_1d9S5-08yrPR_KV5Q5taw,Waffle Mania Truck,94102,"desserts, food trucks, waffles",0,0,$,4.5
YP_rvV2YMnM8MTIBV3M8Sw,Fresco Pizza Shawarma,94109,"pizza, middle eastern",1,1,$,3.5
QnDrPyPjzJ_Dy1RJQvp9fw,Taqueria Cancun,94110,mexican,0,1,$,3.5
v75Dk_WdkgA5VoBbFRcqPA,Donuts & Things,94109,"donuts, coffee & tea",0,1,$,4.5
i7S7iv9Nzpi_Ox-ZMA8Dug,The Morning Fix,94109,cafes,0,1,$,4
9S07aBfvJTvjdpyxIxzO9Q,Powered By Pork,94110,"caterers, food trucks, tacos",1,1,$,4
EkQ7Tsfx7qP7zXTKBRCsvQ,The Beanery,94122,coffee & tea,0,1,$,4
9Hp8kwNv9Ks8wkU5AxZUhA,Chico's Pizza,94103,pizza,1,1,$,3.5
dgOM7j47ta8oAjQun6NC_w,Happy Donuts,94114,"donuts, coffee & tea",0,0,$,4
pLC5GzcVrGozUH3yWAaHWA,Front Door Cafe,94111,"sandwiches, american (traditional), breakfast & brunch",1,1,$,4
1fI82HRTbWA0M5qRsOTlSQ,Copper Top Ovens,94110,"pizza, food stands",0,0,$,4.5
51gscyjxkVari5gK3qIsTA,Buddha Lounge,94108,dive bars,0,0,$,4
8Fvu6GoWT4ZPV1N_9em_-Q,Noodle Time,94111,vietnamese,0,1,$,4
T1hCUtLgLORC0jyANfRkNg,Tacos El Primo,94124,"mexican, food trucks",0,1,$,4.5
eNXPBlRnhqy7dDaTyagYwg,Halal Shop,94132,"halal, indian, falafel",0,1,$,4.5
o0QlMj6L1p_UUcgszIR2AQ,Elsy's Restaurant,94110,salvadoran,0,1,$,3.5
yLhfEOwew6NMXJdVENX2Wg,Creighton's American Bakery,94127,"bakeries, coffee & tea, breakfast & brunch",0,1,$,3.5
bucF7GBwlIUJbPFdoLhxNA,Supreme Pizza,94110,"pizza, italian",1,1,$,3.5
gj3JIPaE066SP8wJ2bcmRA,Phone Booth,94110,dive bars,0,0,$,4
x3F6hYDfEW3KrFSgplAETw,Peet's Coffee,94117,coffee & tea,0,1,$,4
T_yyqTGTNDOWT4tIcj1AhQ,Friends Bar,94127,sports bars,0,0,$,4
Z1Umjcm-gD49iItsZtY5Fg,Michaelis Food Store,94109,"grocery, delis, beer, wine & spirits",1,1,$,4.5
7ehA2CsXZ8NYzO05i7G2FA,Abe’s Pizza,94102,pizza,1,1,$,4
wC6YHdGylMHRh3-Nsb2yNA,Olivo's,94109,"mexican, latin american",1,1,$,4
6hi9S4nLmAmk0KYr_EFNCQ,Chestnut Diner,94123,"diners, breakfast & brunch, american (traditional)",0,1,$,4
o86gyUxsNYnPIF-kAlznKA,Aura Tea & Coffee,94105,"coffee & tea, bubble tea, desserts",1,1,$,4
Z-fTFkb_AQ-Wu6qss3Wm1Q,Utopia Cafe,94108,"cantonese, noodles, cafes",1,0,$,3.5
sQaHwhP1s9wVOencbEGrkQ,New Hollywood Bakery & Restaurant,94133,"bakeries, cantonese, noodles",0,1,$,4
7Ueg5nzWAPv3LMLc2k9alA,Beanery,94122,coffee & tea,0,1,$,4
bgoSfVaZFXDthHLbWxyeQw,Viking's Giant Submarines,94123,sandwiches,1,1,$,4
gIeYYpZK8BBLP3vmqelNZg,Michael The Coconut Guy,94110,street vendors,0,0,$,5
EFeVD6D2PApQbWLseQD73A,Vietnam House Restaurant,94109,vietnamese,1,1,$,3.5
U-lFTsHZB-Y9hyvY458RxA,El Huarache Loco,94110,mexican,0,0,$,4
1ddz7szt8eQ6eoh4ZEZ3iA,Cartoon Art Museum,94109,"bookstores, museums",0,0,$,4.5
ZvF32O9uid0dMyyQcPeYPg,Spice Kit,94105,"sandwiches, asian fusion",1,1,$,3.5
cac6q5C271Yve86zQl5ScQ,Banhwich,94116,"vietnamese, sandwiches",0,1,$,4
HM6okN9e4bXwCHohplv-aw,Dynamo Donut & Coffee,94123,"coffee & tea, donuts",0,1,$,4
gIKt2EF37J5whqeQ7CX3_A,Princess Bakery,94118,"bakeries, desserts",0,0,$,4.5
PzBvdrfXu7d2MLtoApCL3A,Pizza Joint,94121,"pizza, sandwiches",1,1,$,4
3f2Fm7oIpEJN4BjvtB36pQ,Andersen Bakery,94102,"cafes, bakeries",1,1,$,3.5
2q1Trf5erXkY6hWyH9tOCw,TC Pastry,94103,dim sum,0,1,$,3.5
8YMUNCAHOORxMo0aC9iHzw,Costco Food Court,94103,"pizza, hot dogs, fast food",0,1,$,3.5
F4Q8GEsfXkcEBwOVlaheVg,Ming Tai Wun-Tun Noodle,94122,"noodles, cantonese, hong kong style cafe",0,1,$,3.5
sSM9QLLFMuZ1AWR15J66gA,Javalencia Cafe,94102,"coffee & tea, bagels, sandwiches",0,1,$,3.5
r8MCq99fgctcbsBQ6xhuug,Philz Coffee Truck,94102,"food trucks, coffee & tea",0,0,$,4
thxSsY4OzduXI6kg8caXmw,Chase Luck Bakery,94112,"dim sum, cantonese, bakeries",0,1,$,4
aeQCVibkRioMsunkTb2Q5g,Wing Sing Dim Sum,94133,"dim sum, cantonese, barbeque",0,1,$,4
9TJBGDfAch9k-adFuQ2lEA,Grand Seven Food Liquor & Deli,94124,"delis, sandwiches",0,1,$,4.5
cJGnt41jthqAn4XLyShrxg,Carmelina's Taqueria,94143,"mexican, latin american",1,1,$,3.5
pmZJDyVrnzqLIXUg_nlUxA,Cumaica,94103,coffee & tea,0,1,$,3.5
kBEo83SItZwTVZFYBUnJbA,iKU Sushi,94104,sushi bars,1,1,$,4
tHJQH4je6TrwJxotjHtP_g,Cafe Dolci,94102,"coffee & tea, vietnamese, sandwiches",1,1,$,4
96N7ldbRRNJE5y8P9DsMZQ,R Bar,94109,dive bars,0,1,$,4
3iEHqnB-kwsZqRNea3US_w,Hunan Cafe 2,94121,"chinese, noodles, soup",0,1,$,4.5
yHUapaoG0LNKVgUagsFXpQ,Gelato Classico Italian,94133,"ice cream & frozen yogurt, gelato",0,0,$,4
A7AdFSvWDeyD3H7Cg2M1dw,OMG,94103,"dance clubs, gay bars",0,0,$,4
__RnSySB3Z1rESyxOLilyw,Caffe Capriccio,94133,"coffee & tea, breakfast & brunch, internet cafes",1,1,$,4
MDD0mxQN3VIMsszlEzxQRQ,Mr. Liquor,94110,"beer, wine & spirits, delis, sandwiches",1,1,$,4.5
zxk6j9qAKdlvFhetoOyNBQ,Peacock Lounge,94117,"venues & event spaces, lounges",0,0,$,3.5
BDcJgUPXAdl_OvkYaR6W9A,Home Service Market,94117,"grocery, delis, sandwiches",1,1,$,4.5
Kjmx29Gv_N455oDSK0qZtQ,Club 93,94103,"dive bars, sports bars",0,0,$,4.5
N9u6_2OdxBLS5j5jAFUx6w,McTeague's Saloon,94109,pubs,0,0,$,3.5
3bG3JXuJHvejq3SUiij6jg,The Coffeesmith,94102,coffee & tea,0,1,$,4
#NAME?,Taco Los Altos,94110,mexican,0,0,$,3.5
P9NAxyeyAMaV1GQTZ7M-bg,My Happy Donut,94133,"donuts, coffee & tea, breakfast & brunch",0,1,$,4
quyVmHd13XlzhCu_FnAPhw,Lucky Bakery and Cafe,94014,"bakeries, coffee & tea, donuts",1,1,$,4.5
4z8ySDFczYWgLk1jDyEpKw,Chef Hunan,94112,cantonese,0,0,$,4
TkG9X1noKvdPMHd7sjkVig,Irma's Pampanga Restaurant,94103,filipino,1,1,$,3.5
oCenYSSuCHBZO3VSHq7GSA,Earth's Coffee,94118,"coffee & tea, bagels, sandwiches",0,1,$,4.5
_3MJz0zgTg35NZGlifqQzQ,Peking Restaurant,94122,"shanghainese, szechuan",1,1,$,3.5
dUq_5B6xm9jAXdnwwtnrOg,Hole In the Wall Saloon,94103,gay bars,0,1,$,4
vgR8Vz4nLiLrhIwgN1UoSg,Hong Kong Bakery,94112,bakeries,0,1,$,4
MWV8AoySYObkfVpaLhaqKQ,SF Deli & Wine,94103,"beer, wine & spirits, delis",1,1,$,4
xE3LQfzixJfqqQsNt2GTXQ,VIP Coffee & Cake Shop,94133,"bakeries, cantonese, hong kong style cafe",0,1,$,3.5
ILp-z7UxaqzHo71jcwxRUQ,Gateway Croissant,94102,"coffee & tea, donuts, bagels",1,1,$,4
qBpdp2DI-CKTgaxpEJpvvQ,Irving Pizza,94109,"pizza, fish & chips, sandwiches",1,1,$,3.5
R7QrC8pX9luLd5cx3Fzl3A,Eight Immortals Restaurant,94116,chinese,1,1,$,3.5
ffSxwtJ4OAmdJwfrZtg0cQ,The Peak's Bar Noe Valley,94114,"dive bars, sports bars, pubs",0,1,$,4
GDwdARSbtghKwrMKeoQ8ww,Moby Dick,94114,gay bars,0,0,$,3.5
e3d-jYxVx7YLTxQ2CEmb0g,Pete's Deli & Cafe,94115,"delis, coffee & tea",1,0,$,4
RcSDUVK2joG2j2yuBBW29A,Pronto Pizza,94109,pizza,1,1,$,3
0NK7bG05aaf3AjFTy71O0w,The Plough & Stars,94118,"pubs, music venues",0,0,$,4
MgQPLInlgk_vw_sfZr5wSw,The Page,94117,"bars, pool halls",0,0,$,3.5
LIjMD-PXdrjEAykKVoAiLw,Delirium,94103,"dance clubs, sports bars",0,0,$,3.5
kpokSCDiRPoKUYp4XpE0pQ,Nieves Cinco de Mayo,94103,"ice cream & frozen yogurt, shaved ice",0,0,$,4
VdNIxDG9VwMWhKHeBmVrtg,STARBUCKS,94114,coffee & tea,0,1,$,3.5
daoE5bWLpRyQW3mUs-vRPw,Foam Tea House,94116,"bubble tea, desserts, coffee & tea",1,1,$,4
WXAjDSOPkhm1vz4aYoLoqA,Happy Cow Creamery & Tea,94107,"bubble tea, ice cream & frozen yogurt, creperies",1,1,$,4
WxC-bzdy05oSzpjEqT3ZVQ,Sweetheart Cafe,94108,"bubble tea, cafes, juice bars & smoothies",1,1,$,3.5
C60uLcN-7J2VwH9sBjVg8w,Tasty Coffee,94112,"coffee & tea, breakfast & brunch, sandwiches",1,1,$,4.5
cV3nOiQbq0o9plia9OSXVQ,Loi's Vietnamese Restaurant,94122,vietnamese,0,1,$,3.5
_zu83bXlHo-76rawc_E8gw,Pebbles Cafe,94131,"sandwiches, brazilian, cafes",1,1,$,4
wIfoafWdYH1BcashmHCpvw,The Riptide,94116,"pubs, music venues",0,0,$,4
yJMpWffLKOiraHRPQLjviQ,The Dubliner,94127,pubs,0,0,$,4
b2t7HU5ajDh-V0394bzAIA,Cafeto Coffee Shop,94110,"coffee & tea, bagels, juice bars & smoothies",0,1,$,4.5
GtT2ftGkNUOMjKBm8zmYoQ,Chiotras Grocery,94107,"grocery, delis, beer, wine & spirits",0,1,$,4.5
I_HROMlTfLb01M5R_qafyA,G & L Bakery & Restaurant,94134,"bakeries, chinese",0,1,$,4
