id,name,zipcode,categories,pickup,delivery,price_range,rating
v1M1HIQBVwYatEF_iOmedw,ViceVersa,10019,italian,1,1,$$,4
oY-tooKEm8F-6Il1JOQzKg,Souvlaki GR,10019,greek,1,1,$$,4
WoZnkXZInggzgQM_LbDpGg,Le Baratin,10011,"cafes, french",1,1,$$,4
i38R1KxL99JoG-Ns7FyyGw,12 Chairs,10012,"middle eastern, american (traditional), breakfast & brunch",1,1,$$,4
pjoUbRK5kKkXKHuAsvDkjQ,Egg Shop,11249,"breakfast & brunch, sandwiches, american (new)",1,1,$$,4
NUdrJYB7GHRuwVVETSDIFQ,Top Quality,11101,"mexican, cocktail bars, venues & event spaces",1,1,$$,4.5
2MrdLHK3mtdn-2GCtpjnhQ,"Levain Bakery - NoHo, NYC",10012,bakeries,1,1,$$,4.5
8fDAF540cmDeC-nVlJKPwQ,A10 Kitchen,10009,"cocktail bars, american (traditional), breakfast & brunch",1,1,$$,4
jjLcqGI11ThxAhcftEh1Aw,Fraunces Tavern,10004,"american (traditional), bars, breakfast & brunch",1,1,$$,3.5
NzU2hb0z0jGEOOv0-zTLEQ,Sigiri,10003,sri lankan,1,1,$$,4
gC7QKqUe2wrxUTxL11ab1A,Gertie,11211,"breakfast & brunch, cocktail bars, kosher",1,1,$$,4
pcb8yK9_28uWz5CyokjwSg,Bangia,10016,"korean, gastropubs",1,1,$$,4
2LcsDUTlvovnFz-SEcSJTQ,Astoria Seafood,11101,"seafood, greek, mediterranean",1,1,$$,4
OPiO2ZuK4M2f55qmuNfWUQ,Whistle & Fizz,10003,coffee & tea,1,0,$$,5
34LM8_lP8iwizHBu6YgaQQ,El Jeffe,11216,new mexican cuisine,1,1,$$,4.5
z_emTJ2d3kDEe8mz3w-KNw,Alta Calidad,11238,mexican,1,1,$$,4
h37t9rA06Sr4EetJjKrfzw,Don Angie,10014,"italian, american (new)",0,1,$$$,4.5
DGhWO1sUWydVeR5j5ZZaMw,La Grande Boucherie,10019,"french, steakhouses, cocktail bars",1,1,$$$,4.5
s3jou_L_LVYGkNHiuhjlew,Boucherie West Village,10014,"french, cocktail bars, steakhouses",1,1,$$$,4.5
8XHbZIKDQbXhyKIGiukVeQ,Boucherie Union Square,10003,"steakhouses, french, cocktail bars",1,1,$$$,4.5
A_YpTLbAlEqeLVSs9bxbEA,Club A Steakhouse,10022,steakhouses,1,1,$$$,4.5
ETgJqJHV7BW6pIr9Ox74sA,Amélie,10011,"french, wine bars",1,1,$$$,4.5
liZmIO0FqZwslLJfLDkfgw,Wayla,10002,thai,0,1,$$$,4.5
ryvBsB9FrBBZDak87iGS1w,Sea Fire Grill,10017,"seafood, steakhouses, bars",0,1,$$$,4.5
Rj2ACaJcbroJLPDhRhzvBw,Shuka,10012,"mediterranean, cocktail bars, breakfast & brunch",1,1,$$$,4.5
5k_jwjhdFMPUNWhouGNzuA,Misi,11249,italian,0,1,$$$,4
__EvomQ2tE1NtkWn32WEXg,Au Cheval,10013,"burgers, american (new), cocktail bars",0,0,$$$,4.5
pfmAcS-g6SiNG0KlLvrqnA,Beauty & Essex,10002,american (new),1,1,$$$,4
RfxOtJ4SQmEeVX_XjFLWUQ,Otis,11206,"american (new), cocktail bars",1,1,$$$,5
iTj5T_jPYvznd1QTgs7NZw,Nai ,10003,"tapas/small plates, spanish",0,1,$$$,4.5
FiRB9Ek3Xo9JHwXgBYITYg,La Sirene,10013,french,1,1,$$$,4.5
wx9mXol6jOrUoAK4vaFS9Q,Mission Ceviche,10021,peruvian,1,1,$$$,4.5
EHINHIbLklEUShuANKjGgw,Tomiño Taberna Gallega,10013,"wine bars, spanish, tapas bars",0,1,$$$,4.5
R7EGjHWw0tNheY6-ahH8fQ,Tuome,10009,"american (new), asian fusion",0,1,$$$,4.5
rp8S7scxOkVVeG7dNneMGQ,L'Artusi,10014,"italian, cocktail bars",1,1,$$$,4.5
zwOAiVT4pAmpNGXzj-t5MA,Lilia,11211,"italian, cocktail bars",0,1,$$$,4
hthvpEL7JEbfxfD6iP9axQ,DeStefano's Steakhouse,11211,steakhouses,0,1,$$$,4.5
cg7IxNN5wyrXVP5tkCaZRg,Miss Ada,11205,"mediterranean, cocktail bars",1,1,$$$,4.5
xkvv0n7jbl4Ra3Vm_jfxaA,Upland,10010,"american (new), burgers",1,1,$$$,4
Ck09FempamAKGSPsV_bX-A,Xixa,11211,"mexican, tapas/small plates, cocktail bars",1,1,$$$,4.5
LMyvruexOQzzHQrAgbdqiA,Nowon East Village ,10009,"korean, american (new), gastropubs",1,1,$$$,4.5
DRitJoNGTkHXZvH_YpLIAw,Marc Forgione,10013,american (new),1,1,$$$,4.5
dc3hkLkAqCSxDWQzrx-g9A,Quality Italian,10019,"italian, steakhouses, american (new)",1,1,$$$,4
O4rYM6YBj90W2u7RhG3Mvg,Maison Premiere,11249,"seafood, bars, venues & event spaces",1,1,$$$,4
xKIv_b2L2pUHmsoJ-xOepg,Gran Morsi,10007,"italian, venues & event spaces, cocktail bars",1,1,$$$,4.5
E9NMNWvV70HV5gB369N0EA,Nerai,10022,"greek, seafood, mediterranean",1,1,$$$,4.5
wcwftlB-61XG4ymGTR61aw,SakaMai,10002,"japanese, cocktail bars, seafood",1,1,$$$,4
npiIhpcWePbVT3JYEcy3zg,Wayan,10012,"indonesian, french, breakfast & brunch",1,1,$$$,4
LkV96_buOU_n0br4SBO57w,Ci Siamo,10001,"italian, bars, pizza",0,0,$$$,4.5
nBkSqOhZMa1A7Yk3q8VPaA,Dirty French,10002,"french, wine bars, lounges",0,0,$$$,4
BPZfuPvSxCfoppU4lPFm0Q,DOMODOMO - New York,10012,"japanese, sushi bars",0,1,$$$,4
JyXn_GCGM2DsNYIzgzQrDw,Da Gennaro,10013,"italian, pizza, gluten-free",1,1,$$$,4
KgpOYAG-r_eDsQXFXt0nnQ,Balthazar,10012,"french, breakfast & brunch",1,1,$$$,4
dMhRafXdr765DHe0k-QfaQ,ABC Kitchen,10003,"breakfast & brunch, cocktail bars, salad",0,1,$$$,4
QhE50zhSMnQaudpHW1jp7g,The Tyger,10013,"cocktail bars, noodles, pan asian",1,1,$$$,4
7xV4gzrgaOgQYtPC3FBZig,Pylos,10009,greek,1,1,$$$,4.5
Xk3BVvlX-KXh6kJhbClMKw,The Flatiron Room - Murray Hill,10016,"american (new), jazz & blues, lounges",1,1,$$$,4.5
rJfGgBleDYCVq2rkBr_w-Q,Barano,11249,"pizza, italian, desserts",1,1,$$$,4.5
kN3rkbjvqkY62CDRYUVz4g,Yopparai,10002,izakaya,1,1,$$$,4.5
eQ4QUGvuHGBzsOrphsVc6A,Kimura,10003,"japanese, hot pot, sushi bars",1,1,$$$,4.5
5TX0X8w5ssIACU_pnBEq6g,Tony's Di Napoli,10036,"italian, wine bars, seafood",1,1,$$$,4
ooYUO3Pq_qypc1NXFzeLYQ,City Vineyard,10013,"wine bars, american (new), venues & event spaces",1,1,$$$,4
PYcL2z9gHj6-ZTlViT9Nqw,Minetta Tavern,10012,"french, american (new), breakfast & brunch",0,1,$$$,4
q0hMNf-YhfDMFQyUQdsIJg,R40,11101,"argentine, cocktail bars",0,0,$$$,4.5
nxTEuWKzkK1tCF4LrhFSUQ,Pig and Khao,10002,"filipino, thai, pan asian",1,1,$$$,4
Swjm9no7DRqhThLlf0EHng,Sama Street,11222,"cocktail bars, pan asian, tapas/small plates",1,1,$$$,5
vLsTPg42rkgN5rUpNfg1OA,Da Long Yi Hot Pot,10013,"hot pot, szechuan",1,1,$$$,4.5
rCpO-kMHljieU0geK0RJQw,Noreetuh,10009,"american (new), hawaiian",1,1,$$$,4
EKkHfSYTm266-ZBve3SdgA,Yoon Haeundae Galbi,10018,"korean, barbeque, steakhouses",1,1,$$$,4.5
B55Ocx5RBWxo6AGSucYSIA,Ilili,10001,"mediterranean, lebanese, cocktail bars",1,1,$$$,4
8YWLuLUKj0t_0_Xv06UUtw,Ye's Apothecary,10002,"szechuan, speakeasies",0,0,$$$,4.5
jjDsVuD7KbxnYV4jFnyftA,LOVE Korean BBQ,10016,"korean, barbeque",1,1,$$$,4.5
56nGFQ5PVuGErwcAR34QAw,Meadowsweet,11211,"american (new), venues & event spaces, cocktail bars",1,1,$$$,4
lXGCo-K7eftxRT_6E59-Iw,Union Square Cafe,10003,"american (new), cafes, bars",0,0,$$$,4
Sj3JYCbaEFrAqUzRrenQbg,Jora Restaurant & Bar,11101,"peruvian, cocktail bars",1,1,$$$,4.5
Jy0nQ1uI8KPvTv8nBZGdMg,Wildair,10002,american (new),0,0,$$$,4
AFt1Qcec4_JNr6PWpkRYyw,Sushi Lin - Brooklyn,11217,"sushi bars, japanese",0,1,$$$,4.5
QQpQujXQGbZBK6BeAokzDA,Pomp & Circumstance Dining,11211,"italian, mediterranean, middle eastern",1,1,$$$,5
KCBfW6sWl9Gx-LvMff08jg,Osteria Morini,10012,"italian, cocktail bars, wine bars",1,0,$$$,4
e_EQojNWskn_hFbKA_UZ-Q,Balvanera,10002,"argentine, steakhouses, wine bars",1,1,$$$,4.5
X83qWL5WPR-QWGXGQ8WP-Q,NR,10021,"ramen, seafood, cocktail bars",1,1,$$$,4.5
raqwXUBlnc0e8c7CYmxEJQ,Scarpetta,10016,"italian, bars, desserts",0,1,$$$,4
8SehQovJOuQDLbtzLLYLyw,RH Rooftop Restaurant New York,10014,"american (traditional), wine bars",0,0,$$$,4
MYh3iKpuo1HQUoHUyzA0BQ,Bar Crudo,11215,"seafood, cocktail bars, breakfast & brunch",1,1,$$$,4.5
IjQ2yGUKkvP0JIldT9vRFQ,Take31,10016,"korean, gastropubs, soul food",1,1,$$$,4.5
0czWwSVOVjVQaefbL4Zq-g,Kokomo,11249,"caribbean, breakfast & brunch, cocktail bars",1,1,$$$,4
pk89jzL1RsE9U0thf_z6tw,Locanda Verde,10013,"italian, cocktail bars, breakfast & brunch",1,1,$$$,4
4zw8vEJNc4mcHh2ARzj2gw,Osteria Brooklyn,11205,italian,1,1,$$$,4.5
vyKBwzRdNX4yiJDIFv37iw,Oxomoco,11222,mexican,0,1,$$$,4
MaoCNdHni6MLjM9iYQqHcg,Frida Midtown,10022,"mexican, peruvian, cocktail bars",1,1,$$$,4.5
4XT1vFeDOa9nWYFh36E8fQ,Casa Ora,11206,"venezuelan, cocktail bars, venues & event spaces",1,1,$$$,4.5
PGpCaNkB1meojnbgRmb2gQ,Buena Vista Restaurant & Bar,10018,"latin american, seafood, american (new)",1,1,$$$,4.5
hO1T1fG5f5FbvOP2124rpw,Negril BK,11215,"caribbean, cocktail bars",1,1,$$$,4
mlm40NxsVJUPnh3LTayaaw,Kimika,10012,"italian, cocktail bars, asian fusion",0,1,$$$,4
XEugUtbw4rRmGr9S1XA-aQ,Alta,10011,"tapas bars, mediterranean, spanish",0,1,$$$,4
qm1J_dPA5IHij1oAnoZwHw,nonono,10016,"izakaya, cocktail bars",1,1,$$$,4
Xd_l7jtUAZZAAvK8-mI2Jw,The Smith,10010,"american (new), breakfast & brunch, cocktail bars",1,1,$$$,4
zEIt0xaPM9DIS-pc118O6A,Hometown Hotpot & BBQ,10013,"hot pot, barbeque",0,1,$$$,4
gtXP0CmOnBbgfnff7VXa7A,Pastis,10014,french,1,1,$$$,4
tJHmKLn1lWpaPuZTZrDgsA,B|STRO 38,10018,"venues & event spaces, american (new)",1,1,$$$,4
iXV4FMZPru7BB_nwN_8mVw,Maiella,11109,"italian, seafood, cocktail bars",1,1,$$$,4
h8XLhVVPoYPYodZqQOjRMw,Robert,10019,"american (new), venues & event spaces, cocktail bars",0,1,$$$,4
5S8ZK9XLdl4l645twbNYZQ,Boqueria,10075,"tapas/small plates, spanish, tapas bars",1,1,$$$,4
fH8DkdRerw5LJ7fZZHRfeA,Leuca,11249,"italian, pasta shops, pizza",1,1,$$$,4
rZ9OFoSqy8u4WECfh--ylg,Marta,10016,"pizza, italian",0,1,$$$,4
GjEE8vvjqb7eeHA3BGNxAw,Barolo East,10017,italian,1,1,$$$,4.5
ZgIfySJ3cnB1svoyJAiCzg,Buenos Aires Restaurant,10009,"argentine, steakhouses",1,1,$$$,4.5
yZJbealagfujEkgesAl2hA,Lupa,10012,italian,1,1,$$$,4
RYKGs45OjF-vlb2Ds2Jb_g,Izakaya Juraku,10002,"bars, izakaya, ramen",1,1,$$$,4.5
zDujEq9qZk13nBcG2PH4tA,Il Falco,11101,"italian, venues & event spaces, wine bars",1,1,$$$,4.5
bB8dHfAEJrF5tNcHr0yJjA,Gyu-Kaku Japanese BBQ,10003,"japanese, barbeque, tapas/small plates",1,1,$$$,4
SMrj71bWo1lomSbU8wXgyw,The Dolar Shop,10003,"hot pot, chinese",1,1,$$$,4.5
OqNmzS2N2I750zYgUC6IgA,Riverpark,10016,"american (new), venues & event spaces",0,0,$$$,4
T-RXDLq_VEv7s1_SooYIYQ,Osteria 57,10011,"italian, seafood, wine bars",1,1,$$$,4.5
Ulr_Nyp2nvt82EPH_BiftA,Olmsted,11238,"american (new), bars",1,1,$$$,4
g5f6p9jfzB30Mhcu6d5OWA,Petite Boucherie,10014,french,1,1,$$$,4.5
YtXl15Nv7TZvV3yIqbZc8A,Burger & Lobster - Bryant Park,10036,"seafood, burgers",1,1,$$$,4
AKHA6ZU8uM3vmLwH2hqH_A,Loring Place,10011,"desserts, tapas/small plates, pizza",0,1,$$$,4.5
VmdyRRMtUXOWV7F7w0ImwQ,Piccola Cucina Uptown,10022,sicilian,1,1,$$$,4.5
4FD0TAxe70nb3ngk3sXF9Q,Uluh,10003,"tea rooms, asian fusion, szechuan",1,1,$$$,4.5
OwV-MtDBC2H08rVcBqP2mA,Pio Pio 8,10036,"latin american, peruvian",0,1,$$$,4
8oO6j7AlnAbMSJs9Oj9GIw,Osteria Delbianco,10017,italian,1,1,$$$,4.5
Txm8KtUh9Mn2E7980jTr5g,Dhamaka,10002,indian,0,1,$$$,4
MCnexHfsclcOpLHS4_2U0A,San Carlo Osteria Piemonte,10012,"italian, wine bars, cocktail bars",1,1,$$$,4.5
OAqsZMbjv66nOMqlimnYuQ,Uva,10075,"italian, wine bars, pizza",1,1,$$$,4
#NAME?,Cecconi's Dumbo,11201,italian,0,1,$$$,3.5
scjoZtbTQHi35xhAlUm2iQ,L'ADRESSE,10018,"american (new), breakfast & brunch, desserts",1,1,$$$,4
vYGi3439teYg1wPzqVcHUA,Grand Banks,10013,"bars, seafood, american (new)",0,0,$$$,4
afbl_jCNpomzJiDBdomb6g,Oceans New York,10003,"seafood, wine bars, sushi bars",1,1,$$$,4.5
GCAQmtRdNhqVit5KGJ46Qg,Estela,10012,"american (new), breakfast & brunch, cocktail bars",0,0,$$$,4
CuwHhq1MKX5hm8YyxtqukQ,Shukette,10001,middle eastern,0,1,$$$,4.5
7Oq1UdUHUGZGH_QI6N-0LQ,Hearth,10009,"american (new), italian, breakfast & brunch",1,1,$$$,4
4aF0F8w7yXX9o5_QFky_ig,Celestine,11201,"mediterranean, bars",0,1,$$$,4
rHmeJVffuj96M7jbB-wWgw,Flex Mussels,10011,"seafood, bars",1,1,$$$,4
wTQYOTh9_JPI2I8s6Xc-Cw,Pineapple Club,10009,"cocktail bars, american (new), seafood",1,1,$$$,4
vRqj40pRwz0OHHRVgOdgRg,The Clocktower,10010,british,0,0,$$$,4
NqwwyMMXIS-JnwdDQBQT9A,Bazár Tapas Bar & Restaurant,10010,"tapas/small plates, cocktail bars, wine bars",1,1,$$$,4
A0saPXtRGKl-SVJGQyQAOw,Brooklyn Chop House,10038,"dim sum, steakhouses, asian fusion",1,1,$$$,4
z7H9ApIGopnDnQaglnPTzg,Allora Ristorante,10017,"italian, bars",0,1,$$$,4.5
_DcfYjnGffQI3iP1Be0kdA,Ladurée Madison,10021,"macarons, patisserie/cake shop, tea rooms",1,1,$$$,4.5
z0lX40tXQxOHlU26VhLATA,American Brass,11101,"seafood, cocktail bars, american (new)",1,1,$$$,4.5
x9ADy3a--S_6Oqn_1KLipA,Baekjeong - New York,10016,"korean, barbeque",1,1,$$$,4
CcxreLJbZsO6Z775-hMWpw,St Tropez West Village,10014,"wine bars, french, tapas/small plates",1,1,$$$,4.5
6xL5htjdKmPmM-Y9A2n2Pg,Santo Bruklin,11231,"brazilian, breakfast & brunch, cocktail bars",1,1,$$$,4.5
l2ROlwwJcTPmi_2l3A9oyQ,Amber Steakhouse,11222,steakhouses,1,1,$$$,4.5
wve8fP5lc3jyfhMI7uu4yw,The Mermaid Inn - Chelsea,10011,"seafood, american (new), cocktail bars",1,1,$$$,4.5
EDucGBSfQ0YIbxdHS-KnCg,Sagaponack,10010,"bars, seafood, specialty food",0,0,$$$,4.5
jnHbdsqlTKlPcmJ8BCP9-g,Via Carota,10014,italian,0,1,$$$,4
2Nwmd7-1d1rI6lb9QSSYYA,A Pasta Bar,10013,"italian, bars",1,1,$$$,4
AA9wpuJRhkSHUePAiv3otA,The Leroy House,10014,"american (new), cocktail bars",1,1,$$$,4.5
txSykTj5nbwmpiVNoK_Dyg,Blue Ribbon Brasserie - SoHo,10012,"american (traditional), cocktail bars, desserts",1,1,$$$,4.5
jYhbUh1TV7SCfPxjIhVpcg,Baar Baar,10003,"gastropubs, indian, cocktail bars",1,1,$$$,4
Xf6e3HaP0AgMBxY7dEDkOA,99 Favor Taste - New York,10002,"chinese, hot pot, barbeque",1,1,$$$,4
0ALbdMnTBX0vkSPLzIDMlw,Corkbuzz Restaurant & Wine Bar,10003,"wine bars, american (new)",1,1,$$$,4
aSFBv64GBpMOFPqIleeQFQ,Lure Fishbar,10012,"seafood, sushi bars, bars",1,1,$$$,4
6G0urbBDz_CnYnGXApgUcw,Boutros,11201,"american (new), middle eastern, cocktail bars",1,1,$$$,4.5
hiTfA7vnxDSLv77nl6UQXQ,St. Anselm,11211,"american (new), wine bars, steakhouses",1,1,$$$,4
2VpurA2lb-q90nmALklNcA,Perry St,10014,"american (new), french, asian fusion",1,1,$$$,4
6Z5OWpaeGGazJHR4LfThsw,Palma,10014,italian,1,1,$$$,4
k2sHdf6WeY22pK3hs6mtqA,Legasea Bar & Grill,10018,"american (new), bars",0,0,$$$,4
LTi4_wcCVmqQeJ_jgTEbOQ,Emporio,10012,"italian, pizza",1,1,$$$,4
qH8PVeddtVs9cKN2pwgdkQ,Hwa Yuan,10002,chinese,1,1,$$$,4
50fWXrNECQQYght4ZWeBXQ,Taureau,10013,"fondue, french",0,0,$$$,4.5
GeoR6dpTUEpdIoyAd68Irg,Kyma,10011,"greek, mediterranean",1,0,$$$,4
FhnwsPy1Lw_RKeA--gjUQQ,Left Bank,10014,american (new),0,1,$$$,4
6lUsFj0KCao678o9L7QwUw,Hatsuhana,10017,"japanese, sushi bars",1,1,$$$,4
1ZKbUeFAs0ltSnAYq4ELKw,Trattoria L'incontro,11105,"italian, pizza, salad",1,1,$$$,4.5
w0YkRy2gsr0znrM7ojZtTw,Scottadito Osteria Toscana,11215,"italian, venues & event spaces",1,1,$$$,4
0Tvwk0hvgaY0QVIsZGTZKQ,Antica Ristorante,10004,italian,1,1,$$$,4.5
mPOa5FLgjWrK3k6yxBGQnw,The Clam,10014,"seafood, american (new), cocktail bars",1,1,$$$,4
lwfCl81r5a0mjxDNxNGC9w,Il Buco,10012,"italian, mediterranean",1,1,$$$,4
22CRLIEfJWIO-8RjEiecAg,Akino,11373,"sushi bars, japanese",1,1,$$$,4
dtk1Cstz5MHr-B1AOM_nXA,Gyu-Kaku Japanese BBQ,10022,"japanese, barbeque, asian fusion",1,1,$$$,4
StF9WWWbrRzEOmNAcEINcA,Balzem,10012,"mediterranean, tapas/small plates, wine bars",1,1,$$$,4
JI_teX5hC2rvHRbAo9JRTw,Quality Eats,10014,"steakhouses, american (new), cocktail bars",1,1,$$$,4
6jPju63RQy3P3ov9-ejP7g,Sea Wolf - Williamsburg Waterfront,11249,seafood,1,1,$$$,4
fuS39acPaRi38DhSSwEI4Q,Felice 15 Gold,10038,"wine bars, tuscan",1,1,$$$,4
hfMtSdxRsC3JQP3yrm6nag,Claw Daddy's,10002,"cajun/creole, seafood",1,1,$$$,4
t_UObgQX6M_ZRn3tk2cXYQ,Let's Meat,10016,"korean, barbeque, buffets",1,1,$$$,4
jf3JRaxUYU93x8LFU-8gkA,GupShup,10003,"indian, cocktail bars, breakfast & brunch",1,1,$$$,4
Z2sNzskjS8Ck0plppRBJIg,Ed's Lobster Bar,10013,"seafood, bars, american (traditional)",1,1,$$$,4
7DnZWIn1Dcsvq-_pIXXFZQ,Hortus NYC,10016,"asian fusion, korean, tapas/small plates",1,1,$$$,4.5
CesS-E8Q3ztX6VnkXO6wBg,Chinese Tuxedo,10013,"chinese, seafood, noodles",0,1,$$$,4
l44CFBTejwL0ElKmkH7xQQ,Decoy,10014,"chinese, bars",0,0,$$$,4
2wQsfQkorp9L03vPEFAZJw,Hudson Clearwater,10014,"american (new), breakfast & brunch, wine bars",1,1,$$$,4
BBPiBgyMmLX5RzaKCB0AeQ,Llama Inn,11211,"peruvian, bars",0,1,$$$,4
syNFp2qrQtXfH4bskQVgaA,Portale,10011,"italian, bars",1,1,$$$,4.5
YFL1rAdlv7J0cswHVhvCtQ,Ruta Oaxaca Mexican Cuisine,11106,"mexican, breakfast & brunch, cocktail bars",1,1,$$$,4.5
4MqJOLaeqCgBFQmMFPfe3g,Clover Club,11201,"lounges, american (traditional), cocktail bars",1,0,$$$,4
01isnBO1rFO2LTOeNfYl9w,Hillstone Restaurant,10010,"american (new), sushi bars",0,0,$$$,4
vlepW-Y_RDQaDMLtEwHWmg,Bubo,10016,"cocktail bars, beer bar, tapas bars",1,1,$$$,4.5
H87m0azdhuw5uo6Y166uUg,Loi Estiatorio,10019,"greek, mediterranean",1,1,$$$,4.5
1hdwhb6kzLxL3Lt3PxoHKA,Shoo Shoo Nolita,10013,mediterranean,1,1,$$$,4
q-QEwZi32JCnjb7zbY-PQw,Soogil,10003,"korean, french, tapas/small plates",1,1,$$$,4
kr5fRwdHtVwPPwSJxm9Fkg,Il Posto Accanto,10009,"italian, wine bars, cocktail bars",1,1,$$$,4
7K9WGGP9SOUxdlJ4ozFy8A,Meet The Meat,11105,"steakhouses, seafood",1,1,$$$,4.5
jvPYm9rYK-5ddnjU30Oz4Q,Avant Garden,10009,"american (new), vegan, vegetarian",1,1,$$$,4.5
uTXRhiUm5yXLLjC1oGy7ig,212 Steakhouse,10022,"steakhouses, seafood, halal",1,1,$$$,4
Vs2IM_3Hyhh7FrzagM_9cQ,Mar's,11106,"seafood, american (new), cocktail bars",0,1,$$$,4
xEDD2ScBU3jHhWxlMC7dkQ,Nougatine at Jean-Georges,10023,"french, asian fusion, breakfast & brunch",1,1,$$$,4
r_fUOUhz-pHZxFDV1hzy0w,Peasant,10012,italian,1,1,$$$,4
qIOAlXCCYrwN0VxEEH-Tmw,Boqueria Flatiron,10011,"spanish, tapas bars, breakfast & brunch",1,1,$$$,4
IQhtCTvorekeqbJr4Zf0Lg,Cervo's,10002,seafood,0,1,$$$,4
zJcxZQbTSAP3q4Fy-6WAyw,Shalom Japan,11211,japanese,1,1,$$$,4
wUoLj0v2cJ9T4mgebQqoZw,Giardino D'oro,10038,"italian, seafood, steakhouses",1,1,$$$,4.5
PajKY49h4SpvSr-TW3lwCQ,Rafele Ristorante,10014,italian,1,1,$$$,4
xe9qWNyYmsRvNGRPgW-ZcA,Dons Bogam BBQ & Wine Bar,10016,"korean, barbeque, wine bars",1,1,$$$,4
CfWe636m2CAUg4FAdl_zVQ,Ricardo Steak House,10029,"steakhouses, american (new), seafood",0,0,$$$,4
StpOKezaW-AyN2xA1EJKvw,Victor's Cafe,10019,"cuban, tapas bars, lounges",1,1,$$$,4
mWi1AZgb8HJjDsnz5lXsLA,Hunt & Fish Club,10036,"american (new), steakhouses, cocktail bars",1,1,$$$,4
844H9r0tRQZmxiEtjeTW0A,The Bar Room at The Modern,10019,"lounges, french, american (new)",0,0,$$$,4
wouDDTacUIBaRp8YGCFTsA,Colonie,11201,"breakfast & brunch, american (traditional), cocktail bars",1,1,$$$,4
zyxI5ko5Dpkqi9q5oSGa9w,Pilot,11201,"cocktail bars, seafood",0,0,$$$,4
GSaBi8jPsuQFa7YwYlihjA,La Vara,11201,spanish,0,1,$$$,4
5ZEFbq_AQV5VQFG2JKYzlA,Giorgio's of Gramercy,10010,"italian, american (new)",1,1,$$$,4
yi6jIxzHo-nbAOG4KWuqcw,Maialino,10016,"italian, breakfast & brunch, bars",0,1,$$$,4
pTMnHb_W3sKqS8oCzjHdVA,SenYa,10003,"japanese, sushi bars",1,1,$$$,4
YJnxQvkqwAiWfqUFlAnE0Q,STK Steakhouse Rooftop NYC,10014,"steakhouses, cocktail bars, venues & event spaces",0,0,$$$,4
ZQ8E37pWd4KBgtdcWKx5IA,Anton's,10014,"american (traditional), wine bars, cocktail bars",0,1,$$$,4
WqjqHMozyW42XLTtLnKGag,La Pulperia Hell's Kitchen,10036,"latin american, seafood, bars",1,1,$$$,4
dCDpb-fz6Ton9AXLoaWIhA,Momoya SoHo,10012,sushi bars,0,0,$$$,4.5
E48WbksxAk19a8vjJRVIVQ,Ramerino Italian Prime,10016,"italian, wine bars, seafood",0,0,$$$,4.5
pNYcGGAj4AYaExlmrEmfUw,Harry's,10004,"steakhouses, cafes, bars",1,1,$$$,4
UQZmhaPAMdZabid6ccvhTg,IL Punto Ristorante,10018,"italian, wine bars, gluten-free",1,1,$$$,4.5
9z2lUyfzZV8b2rkkiwSM4g,ABC Cocina,10003,"tapas/small plates, cocktail bars, spanish",1,1,$$$,4
ZUrGqOG2cetGI-KKXk3c2g,Chazz Palminteri Italian Restaurant,10036,"italian, bars, venues & event spaces",1,1,$$$,4
Tgi-rDD3mxFi9uGybZxdaQ,Faun,11238,"italian, american (new), bars",1,1,$$$,4
MM5P9cKlzovYLcf5qf2SwQ,1 OR 8,11205,"japanese, sushi bars",1,1,$$$,4
FJepPR5CYRggxRwAjlqg6A,Bowery Road,10003,"american (new), bars, tapas/small plates",1,1,$$$,4
zv29TbzPs9-rD5ql0qWw5A,The Shadmoor,10022,"seafood, cocktail bars, american (new)",1,1,$$$,4
xemN4tP9RlK5c-yUT-M71Q,Mamasita Bar & Grill,10019,"mexican, bars, vegetarian",1,1,$$$,4
6TIkBQs6D8IZ0uwpn7c_Pw,Beetle House,10003,"american (new), modern european, cocktail bars",1,1,$$$,3.5
m-G7KgMjYvrZNs5Jibfx4Q,Laser Wolf,11249,"middle eastern, desserts, cocktail bars",0,0,$$$,4.5
wOq-Jt26jnFf_rhF4r5D6w,Scampi,10011,"italian, seafood",1,1,$$$,4
6gDUVNZo0E9lxO2DkAhHOQ,The Greek,10013,"greek, mediterranean, cocktail bars",1,1,$$$,4.5
KEBKGGGkDhnuYdKrjzZblw,Antoya Korean BBQ,10001,"korean, barbeque",1,1,$$$,4
u-MUL83NUy2gsbV80WZnAA,The Marshal,10036,"breakfast & brunch, american (traditional), pizza",1,1,$$$,4
zuD-iB7hV_dnf_JzBk_DCQ,Juku,10013,"sushi bars, izakaya, cocktail bars",1,1,$$$,4
3Ic4C60oSH1cV2jknUXSjQ,The Flatiron Room - NoMad,10010,"lounges, jazz & blues, american (traditional)",0,0,$$$,4.5
l7Z0p-PkSwIDPLPY1TRl8A,Emilio's Ballato,10012,italian,0,1,$$$,4
DggqVM54aBZG4XMmUCY2Og,Rabbit House Omakase & Sake Bar ,10002,"bars, japanese, gluten-free",1,1,$$$,4.5
btLgjl8CEgW2wvB0ZI-Aqg,Mari Vanna,10003,russian,1,1,$$$,4
4j_n7nPaZrp6_lEInZaA8Q,Aita,11238,italian,1,1,$$$,4
kctef59qqlzJNqAc1ZGEvg,The Capital Grille,10017,"steakhouses, seafood, wine bars",1,1,$$$,4
